Code,Name,dispCode,updatedCode
U+26F9,person bouncing ball,U00026F9,U000026F9
U+26F9 U+1F3FB,person bouncing ball: light skin tone,U00026F9 U0001F3FB,U000026F9 U0001F3FB
U+26F9 U+1F3FC,person bouncing ball: medium-light skin tone,U00026F9 U0001F3FC,U000026F9 U0001F3FC
U+26F9 U+1F3FD,person bouncing ball: medium skin tone,U00026F9 U0001F3FD,U000026F9 U0001F3FD
U+26F9 U+1F3FE,person bouncing ball: medium-dark skin tone,U00026F9 U0001F3FE,U000026F9 U0001F3FE
U+26F9 U+1F3FF,person bouncing ball: dark skin tone,U00026F9 U0001F3FF,U000026F9 U0001F3FF
U+26F9 U+FE0F U+200D U+2642 U+FE0F,man bouncing ball,U00026F9 U000FE0F U000200D U0002642 U000FE0F,U000026F9 U0000FE0F U0000200D U00002642 U0000FE0F
U+26F9 U+1F3FB U+200D U+2642 U+FE0F,man bouncing ball: light skin tone,U00026F9 U0001F3FB U000200D U0002642 U000FE0F,U000026F9 U0001F3FB U0000200D U00002642 U0000FE0F
U+26F9 U+1F3FC U+200D U+2642 U+FE0F,man bouncing ball: medium-light skin tone,U00026F9 U0001F3FC U000200D U0002642 U000FE0F,U000026F9 U0001F3FC U0000200D U00002642 U0000FE0F
U+26F9 U+1F3FD U+200D U+2642 U+FE0F,man bouncing ball: medium skin tone,U00026F9 U0001F3FD U000200D U0002642 U000FE0F,U000026F9 U0001F3FD U0000200D U00002642 U0000FE0F
U+26F9 U+1F3FE U+200D U+2642 U+FE0F,man bouncing ball: medium-dark skin tone,U00026F9 U0001F3FE U000200D U0002642 U000FE0F,U000026F9 U0001F3FE U0000200D U00002642 U0000FE0F
U+26F9 U+1F3FF U+200D U+2642 U+FE0F,man bouncing ball: dark skin tone,U00026F9 U0001F3FF U000200D U0002642 U000FE0F,U000026F9 U0001F3FF U0000200D U00002642 U0000FE0F
U+26F9 U+FE0F U+200D U+2640 U+FE0F,woman bouncing ball,U00026F9 U000FE0F U000200D U0002640 U000FE0F,U000026F9 U0000FE0F U0000200D U00002640 U0000FE0F
U+26F9 U+1F3FB U+200D U+2640 U+FE0F,woman bouncing ball: light skin tone,U00026F9 U0001F3FB U000200D U0002640 U000FE0F,U000026F9 U0001F3FB U0000200D U00002640 U0000FE0F
U+26F9 U+1F3FC U+200D U+2640 U+FE0F,woman bouncing ball: medium-light skin tone,U00026F9 U0001F3FC U000200D U0002640 U000FE0F,U000026F9 U0001F3FC U0000200D U00002640 U0000FE0F
U+26F9 U+1F3FD U+200D U+2640 U+FE0F,woman bouncing ball: medium skin tone,U00026F9 U0001F3FD U000200D U0002640 U000FE0F,U000026F9 U0001F3FD U0000200D U00002640 U0000FE0F
U+26F9 U+1F3FE U+200D U+2640 U+FE0F,woman bouncing ball: medium-dark skin tone,U00026F9 U0001F3FE U000200D U0002640 U000FE0F,U000026F9 U0001F3FE U0000200D U00002640 U0000FE0F
U+26F9 U+1F3FF U+200D U+2640 U+FE0F,woman bouncing ball: dark skin tone,U00026F9 U0001F3FF U000200D U0002640 U000FE0F,U000026F9 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F3CB,person lifting weights,U0001F3CB,U0001F3CB
U+1F3CB U+1F3FB,person lifting weights: light skin tone,U0001F3CB U0001F3FB,U0001F3CB U0001F3FB
U+1F3CB U+1F3FC,person lifting weights: medium-light skin tone,U0001F3CB U0001F3FC,U0001F3CB U0001F3FC
U+1F3CB U+1F3FD,person lifting weights: medium skin tone,U0001F3CB U0001F3FD,U0001F3CB U0001F3FD
U+1F3CB U+1F3FE,person lifting weights: medium-dark skin tone,U0001F3CB U0001F3FE,U0001F3CB U0001F3FE
U+1F3CB U+1F3FF,person lifting weights: dark skin tone,U0001F3CB U0001F3FF,U0001F3CB U0001F3FF
U+1F3CB U+FE0F U+200D U+2642 U+FE0F,man lifting weights,U0001F3CB U000FE0F U000200D U0002642 U000FE0F,U0001F3CB U0000FE0F U0000200D U00002642 U0000FE0F
U+1F3CB U+1F3FB U+200D U+2642 U+FE0F,man lifting weights: light skin tone,U0001F3CB U0001F3FB U000200D U0002642 U000FE0F,U0001F3CB U0001F3FB U0000200D U00002642 U0000FE0F
U+1F3CB U+1F3FC U+200D U+2642 U+FE0F,man lifting weights: medium-light skin tone,U0001F3CB U0001F3FC U000200D U0002642 U000FE0F,U0001F3CB U0001F3FC U0000200D U00002642 U0000FE0F
U+1F3CB U+1F3FD U+200D U+2642 U+FE0F,man lifting weights: medium skin tone,U0001F3CB U0001F3FD U000200D U0002642 U000FE0F,U0001F3CB U0001F3FD U0000200D U00002642 U0000FE0F
U+1F3CB U+1F3FE U+200D U+2642 U+FE0F,man lifting weights: medium-dark skin tone,U0001F3CB U0001F3FE U000200D U0002642 U000FE0F,U0001F3CB U0001F3FE U0000200D U00002642 U0000FE0F
U+1F3CB U+1F3FF U+200D U+2642 U+FE0F,man lifting weights: dark skin tone,U0001F3CB U0001F3FF U000200D U0002642 U000FE0F,U0001F3CB U0001F3FF U0000200D U00002642 U0000FE0F
U+1F3CB U+FE0F U+200D U+2640 U+FE0F,woman lifting weights,U0001F3CB U000FE0F U000200D U0002640 U000FE0F,U0001F3CB U0000FE0F U0000200D U00002640 U0000FE0F
U+1F3CB U+1F3FB U+200D U+2640 U+FE0F,woman lifting weights: light skin tone,U0001F3CB U0001F3FB U000200D U0002640 U000FE0F,U0001F3CB U0001F3FB U0000200D U00002640 U0000FE0F
U+1F3CB U+1F3FC U+200D U+2640 U+FE0F,woman lifting weights: medium-light skin tone,U0001F3CB U0001F3FC U000200D U0002640 U000FE0F,U0001F3CB U0001F3FC U0000200D U00002640 U0000FE0F
U+1F3CB U+1F3FD U+200D U+2640 U+FE0F,woman lifting weights: medium skin tone,U0001F3CB U0001F3FD U000200D U0002640 U000FE0F,U0001F3CB U0001F3FD U0000200D U00002640 U0000FE0F
U+1F3CB U+1F3FE U+200D U+2640 U+FE0F,woman lifting weights: medium-dark skin tone,U0001F3CB U0001F3FE U000200D U0002640 U000FE0F,U0001F3CB U0001F3FE U0000200D U00002640 U0000FE0F
U+1F3CB U+1F3FF U+200D U+2640 U+FE0F,woman lifting weights: dark skin tone,U0001F3CB U0001F3FF U000200D U0002640 U000FE0F,U0001F3CB U0001F3FF U0000200D U00002640 U0000FE0F
U+1F6B4,person biking,U0001F6B4,U0001F6B4
U+1F6B4 U+1F3FB,person biking: light skin tone,U0001F6B4 U0001F3FB,U0001F6B4 U0001F3FB
U+1F6B4 U+1F3FC,person biking: medium-light skin tone,U0001F6B4 U0001F3FC,U0001F6B4 U0001F3FC
U+1F6B4 U+1F3FD,person biking: medium skin tone,U0001F6B4 U0001F3FD,U0001F6B4 U0001F3FD
U+1F6B4 U+1F3FE,person biking: medium-dark skin tone,U0001F6B4 U0001F3FE,U0001F6B4 U0001F3FE
U+1F6B4 U+1F3FF,person biking: dark skin tone,U0001F6B4 U0001F3FF,U0001F6B4 U0001F3FF
U+1F6B4 U+200D U+2642 U+FE0F,man biking,U0001F6B4 U000200D U0002642 U000FE0F,U0001F6B4 U0000200D U00002642 U0000FE0F
U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F,man biking: light skin tone,U0001F6B4 U0001F3FB U000200D U0002642 U000FE0F,U0001F6B4 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F,man biking: medium-light skin tone,U0001F6B4 U0001F3FC U000200D U0002642 U000FE0F,U0001F6B4 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F,man biking: medium skin tone,U0001F6B4 U0001F3FD U000200D U0002642 U000FE0F,U0001F6B4 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F,man biking: medium-dark skin tone,U0001F6B4 U0001F3FE U000200D U0002642 U000FE0F,U0001F6B4 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F,man biking: dark skin tone,U0001F6B4 U0001F3FF U000200D U0002642 U000FE0F,U0001F6B4 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F6B4 U+200D U+2640 U+FE0F,woman biking,U0001F6B4 U000200D U0002640 U000FE0F,U0001F6B4 U0000200D U00002640 U0000FE0F
U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F,woman biking: light skin tone,U0001F6B4 U0001F3FB U000200D U0002640 U000FE0F,U0001F6B4 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F,woman biking: medium-light skin tone,U0001F6B4 U0001F3FC U000200D U0002640 U000FE0F,U0001F6B4 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F,woman biking: medium skin tone,U0001F6B4 U0001F3FD U000200D U0002640 U000FE0F,U0001F6B4 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F,woman biking: medium-dark skin tone,U0001F6B4 U0001F3FE U000200D U0002640 U000FE0F,U0001F6B4 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F,woman biking: dark skin tone,U0001F6B4 U0001F3FF U000200D U0002640 U000FE0F,U0001F6B4 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F6B5,person mountain biking,U0001F6B5,U0001F6B5
U+1F6B5 U+1F3FB,person mountain biking: light skin tone,U0001F6B5 U0001F3FB,U0001F6B5 U0001F3FB
U+1F6B5 U+1F3FC,person mountain biking: medium-light skin tone,U0001F6B5 U0001F3FC,U0001F6B5 U0001F3FC
U+1F6B5 U+1F3FD,person mountain biking: medium skin tone,U0001F6B5 U0001F3FD,U0001F6B5 U0001F3FD
U+1F6B5 U+1F3FE,person mountain biking: medium-dark skin tone,U0001F6B5 U0001F3FE,U0001F6B5 U0001F3FE
U+1F6B5 U+1F3FF,person mountain biking: dark skin tone,U0001F6B5 U0001F3FF,U0001F6B5 U0001F3FF
U+1F6B5 U+200D U+2642 U+FE0F,man mountain biking,U0001F6B5 U000200D U0002642 U000FE0F,U0001F6B5 U0000200D U00002642 U0000FE0F
U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F,man mountain biking: light skin tone,U0001F6B5 U0001F3FB U000200D U0002642 U000FE0F,U0001F6B5 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F,man mountain biking: medium-light skin tone,U0001F6B5 U0001F3FC U000200D U0002642 U000FE0F,U0001F6B5 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F,man mountain biking: medium skin tone,U0001F6B5 U0001F3FD U000200D U0002642 U000FE0F,U0001F6B5 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F,man mountain biking: medium-dark skin tone,U0001F6B5 U0001F3FE U000200D U0002642 U000FE0F,U0001F6B5 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F,man mountain biking: dark skin tone,U0001F6B5 U0001F3FF U000200D U0002642 U000FE0F,U0001F6B5 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F6B5 U+200D U+2640 U+FE0F,woman mountain biking,U0001F6B5 U000200D U0002640 U000FE0F,U0001F6B5 U0000200D U00002640 U0000FE0F
U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F,woman mountain biking: light skin tone,U0001F6B5 U0001F3FB U000200D U0002640 U000FE0F,U0001F6B5 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F,woman mountain biking: medium-light skin tone,U0001F6B5 U0001F3FC U000200D U0002640 U000FE0F,U0001F6B5 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F,woman mountain biking: medium skin tone,U0001F6B5 U0001F3FD U000200D U0002640 U000FE0F,U0001F6B5 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F,woman mountain biking: medium-dark skin tone,U0001F6B5 U0001F3FE U000200D U0002640 U000FE0F,U0001F6B5 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F,woman mountain biking: dark skin tone,U0001F6B5 U0001F3FF U000200D U0002640 U000FE0F,U0001F6B5 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F3CE,racing car,U0001F3CE,U0001F3CE
U+1F3CD,motorcycle,U0001F3CD,U0001F3CD
U+1F938,person cartwheeling,U0001F938,U0001F938
U+1F938 U+1F3FB,person cartwheeling: light skin tone,U0001F938 U0001F3FB,U0001F938 U0001F3FB
U+1F938 U+1F3FC,person cartwheeling: medium-light skin tone,U0001F938 U0001F3FC,U0001F938 U0001F3FC
U+1F938 U+1F3FD,person cartwheeling: medium skin tone,U0001F938 U0001F3FD,U0001F938 U0001F3FD
U+1F938 U+1F3FE,person cartwheeling: medium-dark skin tone,U0001F938 U0001F3FE,U0001F938 U0001F3FE
U+1F938 U+1F3FF,person cartwheeling: dark skin tone,U0001F938 U0001F3FF,U0001F938 U0001F3FF
U+1F938 U+200D U+2642 U+FE0F,man cartwheeling,U0001F938 U000200D U0002642 U000FE0F,U0001F938 U0000200D U00002642 U0000FE0F
U+1F938 U+1F3FB U+200D U+2642 U+FE0F,man cartwheeling: light skin tone,U0001F938 U0001F3FB U000200D U0002642 U000FE0F,U0001F938 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F938 U+1F3FC U+200D U+2642 U+FE0F,man cartwheeling: medium-light skin tone,U0001F938 U0001F3FC U000200D U0002642 U000FE0F,U0001F938 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F938 U+1F3FD U+200D U+2642 U+FE0F,man cartwheeling: medium skin tone,U0001F938 U0001F3FD U000200D U0002642 U000FE0F,U0001F938 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F938 U+1F3FE U+200D U+2642 U+FE0F,man cartwheeling: medium-dark skin tone,U0001F938 U0001F3FE U000200D U0002642 U000FE0F,U0001F938 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F938 U+1F3FF U+200D U+2642 U+FE0F,man cartwheeling: dark skin tone,U0001F938 U0001F3FF U000200D U0002642 U000FE0F,U0001F938 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F938 U+200D U+2640 U+FE0F,woman cartwheeling,U0001F938 U000200D U0002640 U000FE0F,U0001F938 U0000200D U00002640 U0000FE0F
U+1F938 U+1F3FB U+200D U+2640 U+FE0F,woman cartwheeling: light skin tone,U0001F938 U0001F3FB U000200D U0002640 U000FE0F,U0001F938 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F938 U+1F3FC U+200D U+2640 U+FE0F,woman cartwheeling: medium-light skin tone,U0001F938 U0001F3FC U000200D U0002640 U000FE0F,U0001F938 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F938 U+1F3FD U+200D U+2640 U+FE0F,woman cartwheeling: medium skin tone,U0001F938 U0001F3FD U000200D U0002640 U000FE0F,U0001F938 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F938 U+1F3FE U+200D U+2640 U+FE0F,woman cartwheeling: medium-dark skin tone,U0001F938 U0001F3FE U000200D U0002640 U000FE0F,U0001F938 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F938 U+1F3FF U+200D U+2640 U+FE0F,woman cartwheeling: dark skin tone,U0001F938 U0001F3FF U000200D U0002640 U000FE0F,U0001F938 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F93C,people wrestling,U0001F93C,U0001F93C
U+1F93C U+200D U+2642 U+FE0F,men wrestling,U0001F93C U000200D U0002642 U000FE0F,U0001F93C U0000200D U00002642 U0000FE0F
U+1F93C U+200D U+2640 U+FE0F,women wrestling,U0001F93C U000200D U0002640 U000FE0F,U0001F93C U0000200D U00002640 U0000FE0F
U+1F93D,person playing water polo,U0001F93D,U0001F93D
U+1F93D U+1F3FB,person playing water polo: light skin tone,U0001F93D U0001F3FB,U0001F93D U0001F3FB
U+1F93D U+1F3FC,person playing water polo: medium-light skin tone,U0001F93D U0001F3FC,U0001F93D U0001F3FC
U+1F93D U+1F3FD,person playing water polo: medium skin tone,U0001F93D U0001F3FD,U0001F93D U0001F3FD
U+1F93D U+1F3FE,person playing water polo: medium-dark skin tone,U0001F93D U0001F3FE,U0001F93D U0001F3FE
U+1F93D U+1F3FF,person playing water polo: dark skin tone,U0001F93D U0001F3FF,U0001F93D U0001F3FF
U+1F93D U+200D U+2642 U+FE0F,man playing water polo,U0001F93D U000200D U0002642 U000FE0F,U0001F93D U0000200D U00002642 U0000FE0F
U+1F93D U+1F3FB U+200D U+2642 U+FE0F,man playing water polo: light skin tone,U0001F93D U0001F3FB U000200D U0002642 U000FE0F,U0001F93D U0001F3FB U0000200D U00002642 U0000FE0F
U+1F93D U+1F3FC U+200D U+2642 U+FE0F,man playing water polo: medium-light skin tone,U0001F93D U0001F3FC U000200D U0002642 U000FE0F,U0001F93D U0001F3FC U0000200D U00002642 U0000FE0F
U+1F93D U+1F3FD U+200D U+2642 U+FE0F,man playing water polo: medium skin tone,U0001F93D U0001F3FD U000200D U0002642 U000FE0F,U0001F93D U0001F3FD U0000200D U00002642 U0000FE0F
U+1F93D U+1F3FE U+200D U+2642 U+FE0F,man playing water polo: medium-dark skin tone,U0001F93D U0001F3FE U000200D U0002642 U000FE0F,U0001F93D U0001F3FE U0000200D U00002642 U0000FE0F
U+1F93D U+1F3FF U+200D U+2642 U+FE0F,man playing water polo: dark skin tone,U0001F93D U0001F3FF U000200D U0002642 U000FE0F,U0001F93D U0001F3FF U0000200D U00002642 U0000FE0F
U+1F93D U+200D U+2640 U+FE0F,woman playing water polo,U0001F93D U000200D U0002640 U000FE0F,U0001F93D U0000200D U00002640 U0000FE0F
U+1F93D U+1F3FB U+200D U+2640 U+FE0F,woman playing water polo: light skin tone,U0001F93D U0001F3FB U000200D U0002640 U000FE0F,U0001F93D U0001F3FB U0000200D U00002640 U0000FE0F
U+1F93D U+1F3FC U+200D U+2640 U+FE0F,woman playing water polo: medium-light skin tone,U0001F93D U0001F3FC U000200D U0002640 U000FE0F,U0001F93D U0001F3FC U0000200D U00002640 U0000FE0F
U+1F93D U+1F3FD U+200D U+2640 U+FE0F,woman playing water polo: medium skin tone,U0001F93D U0001F3FD U000200D U0002640 U000FE0F,U0001F93D U0001F3FD U0000200D U00002640 U0000FE0F
U+1F93D U+1F3FE U+200D U+2640 U+FE0F,woman playing water polo: medium-dark skin tone,U0001F93D U0001F3FE U000200D U0002640 U000FE0F,U0001F93D U0001F3FE U0000200D U00002640 U0000FE0F
U+1F93D U+1F3FF U+200D U+2640 U+FE0F,woman playing water polo: dark skin tone,U0001F93D U0001F3FF U000200D U0002640 U000FE0F,U0001F93D U0001F3FF U0000200D U00002640 U0000FE0F
U+1F93E,person playing handball,U0001F93E,U0001F93E
U+1F93E U+1F3FB,person playing handball: light skin tone,U0001F93E U0001F3FB,U0001F93E U0001F3FB
U+1F93E U+1F3FC,person playing handball: medium-light skin tone,U0001F93E U0001F3FC,U0001F93E U0001F3FC
U+1F93E U+1F3FD,person playing handball: medium skin tone,U0001F93E U0001F3FD,U0001F93E U0001F3FD
U+1F93E U+1F3FE,person playing handball: medium-dark skin tone,U0001F93E U0001F3FE,U0001F93E U0001F3FE
U+1F93E U+1F3FF,person playing handball: dark skin tone,U0001F93E U0001F3FF,U0001F93E U0001F3FF
U+1F93E U+200D U+2642 U+FE0F,man playing handball,U0001F93E U000200D U0002642 U000FE0F,U0001F93E U0000200D U00002642 U0000FE0F
U+1F93E U+1F3FB U+200D U+2642 U+FE0F,man playing handball: light skin tone,U0001F93E U0001F3FB U000200D U0002642 U000FE0F,U0001F93E U0001F3FB U0000200D U00002642 U0000FE0F
U+1F93E U+1F3FC U+200D U+2642 U+FE0F,man playing handball: medium-light skin tone,U0001F93E U0001F3FC U000200D U0002642 U000FE0F,U0001F93E U0001F3FC U0000200D U00002642 U0000FE0F
U+1F93E U+1F3FD U+200D U+2642 U+FE0F,man playing handball: medium skin tone,U0001F93E U0001F3FD U000200D U0002642 U000FE0F,U0001F93E U0001F3FD U0000200D U00002642 U0000FE0F
U+1F93E U+1F3FE U+200D U+2642 U+FE0F,man playing handball: medium-dark skin tone,U0001F93E U0001F3FE U000200D U0002642 U000FE0F,U0001F93E U0001F3FE U0000200D U00002642 U0000FE0F
U+1F93E U+1F3FF U+200D U+2642 U+FE0F,man playing handball: dark skin tone,U0001F93E U0001F3FF U000200D U0002642 U000FE0F,U0001F93E U0001F3FF U0000200D U00002642 U0000FE0F
U+1F93E U+200D U+2640 U+FE0F,woman playing handball,U0001F93E U000200D U0002640 U000FE0F,U0001F93E U0000200D U00002640 U0000FE0F
U+1F93E U+1F3FB U+200D U+2640 U+FE0F,woman playing handball: light skin tone,U0001F93E U0001F3FB U000200D U0002640 U000FE0F,U0001F93E U0001F3FB U0000200D U00002640 U0000FE0F
U+1F93E U+1F3FC U+200D U+2640 U+FE0F,woman playing handball: medium-light skin tone,U0001F93E U0001F3FC U000200D U0002640 U000FE0F,U0001F93E U0001F3FC U0000200D U00002640 U0000FE0F
U+1F93E U+1F3FD U+200D U+2640 U+FE0F,woman playing handball: medium skin tone,U0001F93E U0001F3FD U000200D U0002640 U000FE0F,U0001F93E U0001F3FD U0000200D U00002640 U0000FE0F
