_,Code,Name
838,U+1F3CA U+1F3FF U+200D U+2640 U+FE0F,woman swimming: dark skin tone
839,U+26F9,person bouncing ball
840,U+26F9 U+1F3FB,person bouncing ball: light skin tone
841,U+26F9 U+1F3FC,person bouncing ball: medium-light skin tone
842,U+26F9 U+1F3FD,person bouncing ball: medium skin tone
843,U+26F9 U+1F3FE,person bouncing ball: medium-dark skin tone
844,U+26F9 U+1F3FF,person bouncing ball: dark skin tone
845,U+26F9 U+FE0F U+200D U+2642 U+FE0F,man bouncing ball
846,U+26F9 U+1F3FB U+200D U+2642 U+FE0F,man bouncing ball: light skin tone
847,U+26F9 U+1F3FC U+200D U+2642 U+FE0F,man bouncing ball: medium-light skin tone
848,U+26F9 U+1F3FD U+200D U+2642 U+FE0F,man bouncing ball: medium skin tone
849,U+26F9 U+1F3FE U+200D U+2642 U+FE0F,man bouncing ball: medium-dark skin tone
850,U+26F9 U+1F3FF U+200D U+2642 U+FE0F,man bouncing ball: dark skin tone
851,U+26F9 U+FE0F U+200D U+2640 U+FE0F,woman bouncing ball
852,U+26F9 U+1F3FB U+200D U+2640 U+FE0F,woman bouncing ball: light skin tone
853,U+26F9 U+1F3FC U+200D U+2640 U+FE0F,woman bouncing ball: medium-light skin tone
854,U+26F9 U+1F3FD U+200D U+2640 U+FE0F,woman bouncing ball: medium skin tone
855,U+26F9 U+1F3FE U+200D U+2640 U+FE0F,woman bouncing ball: medium-dark skin tone
856,U+26F9 U+1F3FF U+200D U+2640 U+FE0F,woman bouncing ball: dark skin tone
857,U+1F3CB,person lifting weights
858,U+1F3CB U+1F3FB,person lifting weights: light skin tone
859,U+1F3CB U+1F3FC,person lifting weights: medium-light skin tone
860,U+1F3CB U+1F3FD,person lifting weights: medium skin tone
861,U+1F3CB U+1F3FE,person lifting weights: medium-dark skin tone
862,U+1F3CB U+1F3FF,person lifting weights: dark skin tone
863,U+1F3CB U+FE0F U+200D U+2642 U+FE0F,man lifting weights
864,U+1F3CB U+1F3FB U+200D U+2642 U+FE0F,man lifting weights: light skin tone
865,U+1F3CB U+1F3FC U+200D U+2642 U+FE0F,man lifting weights: medium-light skin tone
866,U+1F3CB U+1F3FD U+200D U+2642 U+FE0F,man lifting weights: medium skin tone
867,U+1F3CB U+1F3FE U+200D U+2642 U+FE0F,man lifting weights: medium-dark skin tone
868,U+1F3CB U+1F3FF U+200D U+2642 U+FE0F,man lifting weights: dark skin tone
869,U+1F3CB U+FE0F U+200D U+2640 U+FE0F,woman lifting weights
870,U+1F3CB U+1F3FB U+200D U+2640 U+FE0F,woman lifting weights: light skin tone
871,U+1F3CB U+1F3FC U+200D U+2640 U+FE0F,woman lifting weights: medium-light skin tone
872,U+1F3CB U+1F3FD U+200D U+2640 U+FE0F,woman lifting weights: medium skin tone
873,U+1F3CB U+1F3FE U+200D U+2640 U+FE0F,woman lifting weights: medium-dark skin tone
874,U+1F3CB U+1F3FF U+200D U+2640 U+FE0F,woman lifting weights: dark skin tone
875,U+1F6B4,person biking
876,U+1F6B4 U+1F3FB,person biking: light skin tone
877,U+1F6B4 U+1F3FC,person biking: medium-light skin tone
878,U+1F6B4 U+1F3FD,person biking: medium skin tone
879,U+1F6B4 U+1F3FE,person biking: medium-dark skin tone
880,U+1F6B4 U+1F3FF,person biking: dark skin tone
881,U+1F6B4 U+200D U+2642 U+FE0F,man biking
882,U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F,man biking: light skin tone
883,U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F,man biking: medium-light skin tone
884,U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F,man biking: medium skin tone
885,U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F,man biking: medium-dark skin tone
886,U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F,man biking: dark skin tone
887,U+1F6B4 U+200D U+2640 U+FE0F,woman biking
888,U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F,woman biking: light skin tone
889,U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F,woman biking: medium-light skin tone
890,U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F,woman biking: medium skin tone
891,U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F,woman biking: medium-dark skin tone
892,U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F,woman biking: dark skin tone
893,U+1F6B5,person mountain biking
894,U+1F6B5 U+1F3FB,person mountain biking: light skin tone
895,U+1F6B5 U+1F3FC,person mountain biking: medium-light skin tone
896,U+1F6B5 U+1F3FD,person mountain biking: medium skin tone
897,U+1F6B5 U+1F3FE,person mountain biking: medium-dark skin tone
898,U+1F6B5 U+1F3FF,person mountain biking: dark skin tone
899,U+1F6B5 U+200D U+2642 U+FE0F,man mountain biking
900,U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F,man mountain biking: light skin tone
901,U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F,man mountain biking: medium-light skin tone
902,U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F,man mountain biking: medium skin tone
903,U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F,man mountain biking: medium-dark skin tone
904,U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F,man mountain biking: dark skin tone
905,U+1F6B5 U+200D U+2640 U+FE0F,woman mountain biking
906,U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F,woman mountain biking: light skin tone
907,U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F,woman mountain biking: medium-light skin tone
908,U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F,woman mountain biking: medium skin tone
909,U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F,woman mountain biking: medium-dark skin tone
910,U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F,woman mountain biking: dark skin tone
911,U+1F3CE,racing car
912,U+1F3CD,motorcycle
913,U+1F938,person cartwheeling
914,U+1F938 U+1F3FB,person cartwheeling: light skin tone
915,U+1F938 U+1F3FC,person cartwheeling: medium-light skin tone
916,U+1F938 U+1F3FD,person cartwheeling: medium skin tone
917,U+1F938 U+1F3FE,person cartwheeling: medium-dark skin tone
918,U+1F938 U+1F3FF,person cartwheeling: dark skin tone
919,U+1F938 U+200D U+2642 U+FE0F,man cartwheeling
920,U+1F938 U+1F3FB U+200D U+2642 U+FE0F,man cartwheeling: light skin tone
921,U+1F938 U+1F3FC U+200D U+2642 U+FE0F,man cartwheeling: medium-light skin tone
922,U+1F938 U+1F3FD U+200D U+2642 U+FE0F,man cartwheeling: medium skin tone
923,U+1F938 U+1F3FE U+200D U+2642 U+FE0F,man cartwheeling: medium-dark skin tone
924,U+1F938 U+1F3FF U+200D U+2642 U+FE0F,man cartwheeling: dark skin tone
925,U+1F938 U+200D U+2640 U+FE0F,woman cartwheeling
926,U+1F938 U+1F3FB U+200D U+2640 U+FE0F,woman cartwheeling: light skin tone
927,U+1F938 U+1F3FC U+200D U+2640 U+FE0F,woman cartwheeling: medium-light skin tone
928,U+1F938 U+1F3FD U+200D U+2640 U+FE0F,woman cartwheeling: medium skin tone
929,U+1F938 U+1F3FE U+200D U+2640 U+FE0F,woman cartwheeling: medium-dark skin tone
930,U+1F938 U+1F3FF U+200D U+2640 U+FE0F,woman cartwheeling: dark skin tone
931,U+1F93C,people wrestling
932,U+1F93C U+200D U+2642 U+FE0F,men wrestling
933,U+1F93C U+200D U+2640 U+FE0F,women wrestling
934,U+1F93D,person playing water polo
935,U+1F93D U+1F3FB,person playing water polo: light skin tone
936,U+1F93D U+1F3FC,person playing water polo: medium-light skin tone
937,U+1F93D U+1F3FD,person playing water polo: medium skin tone
938,U+1F93D U+1F3FE,person playing water polo: medium-dark skin tone
939,U+1F93D U+1F3FF,person playing water polo: dark skin tone
940,U+1F93D U+200D U+2642 U+FE0F,man playing water polo
941,U+1F93D U+1F3FB U+200D U+2642 U+FE0F,man playing water polo: light skin tone
942,U+1F93D U+1F3FC U+200D U+2642 U+FE0F,man playing water polo: medium-light skin tone
943,U+1F93D U+1F3FD U+200D U+2642 U+FE0F,man playing water polo: medium skin tone
944,U+1F93D U+1F3FE U+200D U+2642 U+FE0F,man playing water polo: medium-dark skin tone
945,U+1F93D U+1F3FF U+200D U+2642 U+FE0F,man playing water polo: dark skin tone
946,U+1F93D U+200D U+2640 U+FE0F,woman playing water polo
947,U+1F93D U+1F3FB U+200D U+2640 U+FE0F,woman playing water polo: light skin tone
948,U+1F93D U+1F3FC U+200D U+2640 U+FE0F,woman playing water polo: medium-light skin tone
949,U+1F93D U+1F3FD U+200D U+2640 U+FE0F,woman playing water polo: medium skin tone
950,U+1F93D U+1F3FE U+200D U+2640 U+FE0F,woman playing water polo: medium-dark skin tone
951,U+1F93D U+1F3FF U+200D U+2640 U+FE0F,woman playing water polo: dark skin tone
952,U+1F93E,person playing handball
953,U+1F93E U+1F3FB,person playing handball: light skin tone
954,U+1F93E U+1F3FC,person playing handball: medium-light skin tone
955,U+1F93E U+1F3FD,person playing handball: medium skin tone
956,U+1F93E U+1F3FE,person playing handball: medium-dark skin tone
957,U+1F93E U+1F3FF,person playing handball: dark skin tone
958,U+1F93E U+200D U+2642 U+FE0F,man playing handball
959,U+1F93E U+1F3FB U+200D U+2642 U+FE0F,man playing handball: light skin tone
960,U+1F93E U+1F3FC U+200D U+2642 U+FE0F,man playing handball: medium-light skin tone
961,U+1F93E U+1F3FD U+200D U+2642 U+FE0F,man playing handball: medium skin tone
962,U+1F93E U+1F3FE U+200D U+2642 U+FE0F,man playing handball: medium-dark skin tone
963,U+1F93E U+1F3FF U+200D U+2642 U+FE0F,man playing handball: dark skin tone
964,U+1F93E U+200D U+2640 U+FE0F,woman playing handball
965,U+1F93E U+1F3FB U+200D U+2640 U+FE0F,woman playing handball: light skin tone
966,U+1F93E U+1F3FC U+200D U+2640 U+FE0F,woman playing handball: medium-light skin tone
967,U+1F93E U+1F3FD U+200D U+2640 U+FE0F,woman playing handball: medium skin tone
968,U+1F93E U+1F3FE U+200D U+2640 U+FE0F,woman playing handball: medium-dark skin tone
969,U+1F93E U+1F3FF U+200D U+2640 U+FE0F,woman playing handball: dark skin tone
970,U+1F939,person juggling
971,U+1F939 U+1F3FB,person juggling: light skin tone
972,U+1F939 U+1F3FC,person juggling: medium-light skin tone
973,U+1F939 U+1F3FD,person juggling: medium skin tone
974,U+1F939 U+1F3FE,person juggling: medium-dark skin tone
975,U+1F939 U+1F3FF,person juggling: dark skin tone
976,U+1F939 U+200D U+2642 U+FE0F,man juggling
977,U+1F939 U+1F3FB U+200D U+2642 U+FE0F,man juggling: light skin tone
978,U+1F939 U+1F3FC U+200D U+2642 U+FE0F,man juggling: medium-light skin tone
979,U+1F939 U+1F3FD U+200D U+2642 U+FE0F,man juggling: medium skin tone
980,U+1F939 U+1F3FE U+200D U+2642 U+FE0F,man juggling: medium-dark skin tone
981,U+1F939 U+1F3FF U+200D U+2642 U+FE0F,man juggling: dark skin tone
982,U+1F939 U+200D U+2640 U+FE0F,woman juggling
983,U+1F939 U+1F3FB U+200D U+2640 U+FE0F,woman juggling: light skin tone
984,U+1F939 U+1F3FC U+200D U+2640 U+FE0F,woman juggling: medium-light skin tone
985,U+1F939 U+1F3FD U+200D U+2640 U+FE0F,woman juggling: medium skin tone
986,U+1F939 U+1F3FE U+200D U+2640 U+FE0F,woman juggling: medium-dark skin tone
987,U+1F939 U+1F3FF U+200D U+2640 U+FE0F,woman juggling: dark skin tone
988,U+1F46B,man and woman holding hands
989,U+1F46C,two men holding hands
990,U+1F46D,two women holding hands
991,U+1F48F,kiss
992,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: woman, man"
993,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: man, man"
994,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,"kiss: woman, woman"
995,U+1F491,couple with heart
996,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: woman, man"
997,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: man, man"
998,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,"couple with heart: woman, woman"
999,U+1F46A,family
1000,U+1F468 U+200D U+1F469 U+200D U+1F466,"family: man, woman, boy"
1001,U+1F468 U+200D U+1F469 U+200D U+1F467,"family: man, woman, girl"
1002,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: man, woman, girl, boy"
1003,U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: man, woman, boy, boy"
1004,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: man, woman, girl, girl"
1005,U+1F468 U+200D U+1F468 U+200D U+1F466,"family: man, man, boy"
1006,U+1F468 U+200D U+1F468 U+200D U+1F467,"family: man, man, girl"
1007,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, man, girl, boy"
1008,U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, man, boy, boy"
1009,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, man, girl, girl"
1010,U+1F469 U+200D U+1F469 U+200D U+1F466,"family: woman, woman, boy"
1011,U+1F469 U+200D U+1F469 U+200D U+1F467,"family: woman, woman, girl"
1012,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, woman, girl, boy"
1013,U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, woman, boy, boy"
1014,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, woman, girl, girl"
1015,U+1F468 U+200D U+1F466,"family: man, boy"
1016,U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, boy, boy"
1017,U+1F468 U+200D U+1F467,"family: man, girl"
1018,U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, girl, boy"
1019,U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, girl, girl"
1020,U+1F469 U+200D U+1F466,"family: woman, boy"
1021,U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, boy, boy"
1022,U+1F469 U+200D U+1F467,"family: woman, girl"
1023,U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, girl, boy"
1024,U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, girl, girl"
1025,U+1F3FB,light skin tone
1026,U+1F3FC,medium-light skin tone
1027,U+1F3FD,medium skin tone
1028,U+1F3FE,medium-dark skin tone
1029,U+1F3FF,dark skin tone
1030,U+1F4AA,flexed biceps
1031,U+1F4AA U+1F3FB,flexed biceps: light skin tone
1032,U+1F4AA U+1F3FC,flexed biceps: medium-light skin tone
1033,U+1F4AA U+1F3FD,flexed biceps: medium skin tone
1034,U+1F4AA U+1F3FE,flexed biceps: medium-dark skin tone
1035,U+1F4AA U+1F3FF,flexed biceps: dark skin tone
1036,U+1F933,selfie
1037,U+1F933 U+1F3FB,selfie: light skin tone
1038,U+1F933 U+1F3FC,selfie: medium-light skin tone
1039,U+1F933 U+1F3FD,selfie: medium skin tone
1040,U+1F933 U+1F3FE,selfie: medium-dark skin tone
1041,U+1F933 U+1F3FF,selfie: dark skin tone
1042,U+1F448,backhand index pointing left
1043,U+1F448 U+1F3FB,backhand index pointing left: light skin tone
1044,U+1F448 U+1F3FC,backhand index pointing left: medium-light skin tone
1045,U+1F448 U+1F3FD,backhand index pointing left: medium skin tone
1046,U+1F448 U+1F3FE,backhand index pointing left: medium-dark skin tone
1047,U+1F448 U+1F3FF,backhand index pointing left: dark skin tone
1048,U+1F449,backhand index pointing right
1049,U+1F449 U+1F3FB,backhand index pointing right: light skin tone
1050,U+1F449 U+1F3FC,backhand index pointing right: medium-light skin tone
1051,U+1F449 U+1F3FD,backhand index pointing right: medium skin tone
1052,U+1F449 U+1F3FE,backhand index pointing right: medium-dark skin tone
1053,U+1F449 U+1F3FF,backhand index pointing right: dark skin tone
1054,U+261D,index pointing up
1055,U+261D U+1F3FB,index pointing up: light skin tone
1056,U+261D U+1F3FC,index pointing up: medium-light skin tone
1057,U+261D U+1F3FD,index pointing up: medium skin tone
1058,U+261D U+1F3FE,index pointing up: medium-dark skin tone
1059,U+261D U+1F3FF,index pointing up: dark skin tone
1060,U+1F446,backhand index pointing up
1061,U+1F446 U+1F3FB,backhand index pointing up: light skin tone
1062,U+1F446 U+1F3FC,backhand index pointing up: medium-light skin tone
1063,U+1F446 U+1F3FD,backhand index pointing up: medium skin tone
1064,U+1F446 U+1F3FE,backhand index pointing up: medium-dark skin tone
1065,U+1F446 U+1F3FF,backhand index pointing up: dark skin tone
1066,U+1F595,middle finger
1067,U+1F595 U+1F3FB,middle finger: light skin tone
1068,U+1F595 U+1F3FC,middle finger: medium-light skin tone
1069,U+1F595 U+1F3FD,middle finger: medium skin tone
1070,U+1F595 U+1F3FE,middle finger: medium-dark skin tone
1071,U+1F595 U+1F3FF,middle finger: dark skin tone
1072,U+1F447,backhand index pointing down
1073,U+1F447 U+1F3FB,backhand index pointing down: light skin tone
1074,U+1F447 U+1F3FC,backhand index pointing down: medium-light skin tone
1075,U+1F447 U+1F3FD,backhand index pointing down: medium skin tone
1076,U+1F447 U+1F3FE,backhand index pointing down: medium-dark skin tone
1077,U+1F447 U+1F3FF,backhand index pointing down: dark skin tone
1078,U+270C,victory hand
1079,U+270C U+1F3FB,victory hand: light skin tone
1080,U+270C U+1F3FC,victory hand: medium-light skin tone
1081,U+270C U+1F3FD,victory hand: medium skin tone
1082,U+270C U+1F3FE,victory hand: medium-dark skin tone
1083,U+270C U+1F3FF,victory hand: dark skin tone
1084,U+1F91E,crossed fingers
1085,U+1F91E U+1F3FB,crossed fingers: light skin tone
1086,U+1F91E U+1F3FC,crossed fingers: medium-light skin tone
1087,U+1F91E U+1F3FD,crossed fingers: medium skin tone
1088,U+1F91E U+1F3FE,crossed fingers: medium-dark skin tone
1089,U+1F91E U+1F3FF,crossed fingers: dark skin tone
1090,U+1F596,vulcan salute
1091,U+1F596 U+1F3FB,vulcan salute: light skin tone
1092,U+1F596 U+1F3FC,vulcan salute: medium-light skin tone
1093,U+1F596 U+1F3FD,vulcan salute: medium skin tone
1094,U+1F596 U+1F3FE,vulcan salute: medium-dark skin tone
1095,U+1F596 U+1F3FF,vulcan salute: dark skin tone
1096,U+1F918,sign of the horns
1097,U+1F918 U+1F3FB,sign of the horns: light skin tone
1098,U+1F918 U+1F3FC,sign of the horns: medium-light skin tone
1099,U+1F918 U+1F3FD,sign of the horns: medium skin tone
1100,U+1F918 U+1F3FE,sign of the horns: medium-dark skin tone
1101,U+1F918 U+1F3FF,sign of the horns: dark skin tone
1102,U+1F919,call me hand
1103,U+1F919 U+1F3FB,call me hand: light skin tone
1104,U+1F919 U+1F3FC,call me hand: medium-light skin tone
1105,U+1F919 U+1F3FD,call me hand: medium skin tone
1106,U+1F919 U+1F3FE,call me hand: medium-dark skin tone
1107,U+1F919 U+1F3FF,call me hand: dark skin tone
1108,U+1F590,raised hand with fingers splayed
1109,U+1F590 U+1F3FB,raised hand with fingers splayed: light skin tone
1110,U+1F590 U+1F3FC,raised hand with fingers splayed: medium-light skin tone
1111,U+1F590 U+1F3FD,raised hand with fingers splayed: medium skin tone
1112,U+1F590 U+1F3FE,raised hand with fingers splayed: medium-dark skin tone
1113,U+1F590 U+1F3FF,raised hand with fingers splayed: dark skin tone
1114,U+270B,raised hand
1115,U+270B U+1F3FB,raised hand: light skin tone
1116,U+270B U+1F3FC,raised hand: medium-light skin tone
1117,U+270B U+1F3FD,raised hand: medium skin tone
1118,U+270B U+1F3FE,raised hand: medium-dark skin tone
1119,U+270B U+1F3FF,raised hand: dark skin tone
1120,U+1F44C,OK hand
1121,U+1F44C U+1F3FB,OK hand: light skin tone
1122,U+1F44C U+1F3FC,OK hand: medium-light skin tone
1123,U+1F44C U+1F3FD,OK hand: medium skin tone
1124,U+1F44C U+1F3FE,OK hand: medium-dark skin tone
1125,U+1F44C U+1F3FF,OK hand: dark skin tone
1126,U+1F44D,thumbs up
1127,U+1F44D U+1F3FB,thumbs up: light skin tone
1128,U+1F44D U+1F3FC,thumbs up: medium-light skin tone
1129,U+1F44D U+1F3FD,thumbs up: medium skin tone
1130,U+1F44D U+1F3FE,thumbs up: medium-dark skin tone
1131,U+1F44D U+1F3FF,thumbs up: dark skin tone
1132,U+1F44E,thumbs down
1133,U+1F44E U+1F3FB,thumbs down: light skin tone
1134,U+1F44E U+1F3FC,thumbs down: medium-light skin tone
1135,U+1F44E U+1F3FD,thumbs down: medium skin tone
1136,U+1F44E U+1F3FE,thumbs down: medium-dark skin tone
1137,U+1F44E U+1F3FF,thumbs down: dark skin tone
1138,U+270A,raised fist
1139,U+270A U+1F3FB,raised fist: light skin tone
1140,U+270A U+1F3FC,raised fist: medium-light skin tone
1141,U+270A U+1F3FD,raised fist: medium skin tone
1142,U+270A U+1F3FE,raised fist: medium-dark skin tone
1143,U+270A U+1F3FF,raised fist: dark skin tone
1144,U+1F44A,oncoming fist
1145,U+1F44A U+1F3FB,oncoming fist: light skin tone
1146,U+1F44A U+1F3FC,oncoming fist: medium-light skin tone
1147,U+1F44A U+1F3FD,oncoming fist: medium skin tone
1148,U+1F44A U+1F3FE,oncoming fist: medium-dark skin tone
1149,U+1F44A U+1F3FF,oncoming fist: dark skin tone
1150,U+1F91B,left-facing fist
1151,U+1F91B U+1F3FB,left-facing fist: light skin tone
1152,U+1F91B U+1F3FC,left-facing fist: medium-light skin tone
1153,U+1F91B U+1F3FD,left-facing fist: medium skin tone
1154,U+1F91B U+1F3FE,left-facing fist: medium-dark skin tone
1155,U+1F91B U+1F3FF,left-facing fist: dark skin tone
1156,U+1F91C,right-facing fist
1157,U+1F91C U+1F3FB,right-facing fist: light skin tone
1158,U+1F91C U+1F3FC,right-facing fist: medium-light skin tone
1159,U+1F91C U+1F3FD,right-facing fist: medium skin tone
1160,U+1F91C U+1F3FE,right-facing fist: medium-dark skin tone
1161,U+1F91C U+1F3FF,right-facing fist: dark skin tone
1162,U+1F91A,raised back of hand
1163,U+1F91A U+1F3FB,raised back of hand: light skin tone
1164,U+1F91A U+1F3FC,raised back of hand: medium-light skin tone
1165,U+1F91A U+1F3FD,raised back of hand: medium skin tone
1166,U+1F91A U+1F3FE,raised back of hand: medium-dark skin tone
1167,U+1F91A U+1F3FF,raised back of hand: dark skin tone
1168,U+1F44B,waving hand
1169,U+1F44B U+1F3FB,waving hand: light skin tone
1170,U+1F44B U+1F3FC,waving hand: medium-light skin tone
1171,U+1F44B U+1F3FD,waving hand: medium skin tone
1172,U+1F44B U+1F3FE,waving hand: medium-dark skin tone
1173,U+1F44B U+1F3FF,waving hand: dark skin tone
1174,U+1F44F,clapping hands
1175,U+1F44F U+1F3FB,clapping hands: light skin tone
1176,U+1F44F U+1F3FC,clapping hands: medium-light skin tone
1177,U+1F44F U+1F3FD,clapping hands: medium skin tone
1178,U+1F44F U+1F3FE,clapping hands: medium-dark skin tone
1179,U+1F44F U+1F3FF,clapping hands: dark skin tone
1180,U+270D,writing hand
1181,U+270D U+1F3FB,writing hand: light skin tone
1182,U+270D U+1F3FC,writing hand: medium-light skin tone
1183,U+270D U+1F3FD,writing hand: medium skin tone
1184,U+270D U+1F3FE,writing hand: medium-dark skin tone
1185,U+270D U+1F3FF,writing hand: dark skin tone
1186,U+1F450,open hands
1187,U+1F450 U+1F3FB,open hands: light skin tone
1188,U+1F450 U+1F3FC,open hands: medium-light skin tone
1189,U+1F450 U+1F3FD,open hands: medium skin tone
1190,U+1F450 U+1F3FE,open hands: medium-dark skin tone
1191,U+1F450 U+1F3FF,open hands: dark skin tone
1192,U+1F64C,raising hands
1193,U+1F64C U+1F3FB,raising hands: light skin tone
1194,U+1F64C U+1F3FC,raising hands: medium-light skin tone
1195,U+1F64C U+1F3FD,raising hands: medium skin tone
1196,U+1F64C U+1F3FE,raising hands: medium-dark skin tone
1197,U+1F64C U+1F3FF,raising hands: dark skin tone
1198,U+1F64F,folded hands
1199,U+1F64F U+1F3FB,folded hands: light skin tone
1200,U+1F64F U+1F3FC,folded hands: medium-light skin tone
1201,U+1F64F U+1F3FD,folded hands: medium skin tone
1202,U+1F64F U+1F3FE,folded hands: medium-dark skin tone
1203,U+1F64F U+1F3FF,folded hands: dark skin tone
1204,U+1F91D,handshake
1205,U+1F485,nail polish
1206,U+1F485 U+1F3FB,nail polish: light skin tone
1207,U+1F485 U+1F3FC,nail polish: medium-light skin tone
1208,U+1F485 U+1F3FD,nail polish: medium skin tone
1209,U+1F485 U+1F3FE,nail polish: medium-dark skin tone
1210,U+1F485 U+1F3FF,nail polish: dark skin tone
1211,U+1F442,ear
1212,U+1F442 U+1F3FB,ear: light skin tone
1213,U+1F442 U+1F3FC,ear: medium-light skin tone
1214,U+1F442 U+1F3FD,ear: medium skin tone
1215,U+1F442 U+1F3FE,ear: medium-dark skin tone
1216,U+1F442 U+1F3FF,ear: dark skin tone
1217,U+1F443,nose
1218,U+1F443 U+1F3FB,nose: light skin tone
1219,U+1F443 U+1F3FC,nose: medium-light skin tone
1220,U+1F443 U+1F3FD,nose: medium skin tone
1221,U+1F443 U+1F3FE,nose: medium-dark skin tone
1222,U+1F443 U+1F3FF,nose: dark skin tone
1223,U+1F463,footprints
1224,U+1F440,eyes
1225,U+1F441,eye
1226,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,eye in speech bubble
1227,U+1F445,tongue
1228,U+1F444,mouth
1229,U+1F48B,kiss mark
1230,U+1F498,heart with arrow
1231,U+2764,red heart
1232,U+1F493,beating heart
1233,U+1F494,broken heart
1234,U+1F495,two hearts
1235,U+1F496,sparkling heart
1236,U+1F497,growing heart
1237,U+1F499,blue heart
1238,U+1F49A,green heart
1239,U+1F49B,yellow heart
1240,U+1F49C,purple heart
1241,U+1F5A4,black heart
1242,U+1F49D,heart with ribbon
1243,U+1F49E,revolving hearts
1244,U+1F49F,heart decoration
1245,U+2763,heavy heart exclamation
1246,U+1F48C,love letter
1247,U+1F4A4,zzz
1248,U+1F4A2,anger symbol
1249,U+1F4A3,bomb
1250,U+1F4A5,collision
1251,U+1F4A6,sweat droplets
1252,U+1F4A8,dashing away
1253,U+1F4AB,dizzy
1254,U+1F4AC,speech balloon
1255,U+1F5E8,left speech bubble
1256,U+1F5EF,right anger bubble
1257,U+1F4AD,thought balloon
1258,U+1F573,hole
1259,U+1F453,glasses
1260,U+1F576,sunglasses
1261,U+1F454,necktie
1262,U+1F455,t-shirt
1263,U+1F456,jeans
1264,U+1F457,dress
1265,U+1F458,kimono
1266,U+1F459,bikini
1267,U+1F45A,woman’s clothes
1268,U+1F45B,purse
1269,U+1F45C,handbag
1270,U+1F45D,clutch bag
1271,U+1F6CD,shopping bags
1272,U+1F392,school backpack
1273,U+1F45E,man’s shoe
1274,U+1F45F,running shoe
1275,U+1F460,high-heeled shoe
1276,U+1F461,woman’s sandal
1277,U+1F462,woman’s boot
1278,U+1F451,crown
1279,U+1F452,woman’s hat
1280,U+1F3A9,top hat
1281,U+1F393,graduation cap
1282,U+26D1,rescue worker’s helmet
1283,U+1F4FF,prayer beads
1284,U+1F484,lipstick
1285,U+1F48D,ring
1286,U+1F48E,gem stone
1287,U+1F435,monkey face
1288,U+1F412,monkey
1289,U+1F98D,gorilla
1290,U+1F436,dog face
1291,U+1F415,dog
1292,U+1F429,poodle
1293,U+1F43A,wolf face
1294,U+1F98A,fox face
1295,U+1F431,cat face
1296,U+1F408,cat
1297,U+1F981,lion face
1298,U+1F42F,tiger face
1299,U+1F405,tiger
1300,U+1F406,leopard
1301,U+1F434,horse face
1302,U+1F40E,horse
1303,U+1F98C,deer
1304,U+1F984,unicorn face
