Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/19  06:00:00,923.205910717,102.299079542,416.269458245,0.0,100.150657288,149.894399434,806.84128699,783.963359095,14.1616749024,8.7162529929
 12/19  07:00:00,1146.58036726,103.107630768,413.792673845,0.0,176.471037341,302.612436532,626.334518081,580.596226249,28.3233498048,17.4149420271
 12/19  08:00:00,1253.02425429,103.974153887,408.664083921,0.0,243.2593065,310.10971186,603.282960299,534.433378498,42.4850247072,26.3645570939
 12/19  09:00:00,1291.11935879,105.111275889,407.803904688,0.0,243.2593065,310.10971186,559.291505353,476.146857258,56.6466996096,26.4979484862
 12/19  10:00:00,1345.79056482,106.307826899,411.081285797,0.0,243.2593065,302.612436532,507.163361154,429.208037443,42.4850247072,35.4702990042
 12/19  11:00:00,1377.84536426,107.548714107,411.385253902,0.0,243.2593065,310.10971186,515.032698171,399.618384063,70.808374512,44.6059395966
 12/19  12:00:00,1387.76735008,108.876416002,402.267852496,0.0,243.2593065,310.10971186,495.231530586,388.676854664,70.808374512,35.7463014097
 12/19  13:00:00,1333.76019963,110.095124378,390.928903503,0.0,243.2593065,310.10971186,485.388959388,379.014798007,70.808374512,35.5657868693
 12/19  14:00:00,1345.85095466,111.32317178,387.151014055,0.0,243.2593065,302.612436532,454.867763274,353.536350113,56.6466996096,44.6847135514
 12/19  15:00:00,1314.84905477,112.199022224,398.23935717,0.0,243.2593065,302.612436532,424.727642777,337.641406865,42.4850247072,44.6012112049
 12/19  16:00:00,1325.81023457,112.40252237,401.953913764,0.0,243.2593065,302.612436532,433.840096719,341.59390747,56.6466996096,35.5994896392
 12/19  17:00:00,1367.7835006,112.101680298,403.991908047,0.0,243.2593065,310.10971186,493.598409622,373.221398014,84.9700494144,35.406962194
 12/19  18:00:00,1388.98179648,112.133837168,415.251998612,0.0,243.2593065,310.10971186,507.89878465,405.400566231,84.9700494144,17.5281690043
 12/19  19:00:00,1080.98658369,102.087533008,419.54615933,0.0,166.938926447,199.110933808,518.969088378,416.534397653,84.9700494144,17.4646413104
 12/19  20:00:00,1062.67461944,102.087533008,420.984037988,0.0,166.938926447,191.61365848,503.912940247,429.804939286,56.6466996096,17.4613013512
 12/19  21:00:00,938.178121791,102.087533008,419.033299779,0.0,100.150657288,124.558693486,546.669612449,472.559598348,56.6466996096,17.4633144909
 12/19  22:00:00,901.556547948,102.087533008,416.367797003,0.0,100.150657288,124.558693486,541.345546978,481.438879544,42.4850247072,17.4216427273
 12/19  23:00:00,833.817280142,102.087533008,414.048859083,0.0,46.0930336215,124.558693486,539.808559782,502.768963242,28.3233498048,8.71624673458
 12/19  24:00:00,839.371253525,102.087533008,412.291454537,0.0,46.0930336215,124.558693486,539.94759583,508.371141039,14.1616749024,17.4147798883
 12/20  01:00:00,812.335570338,102.087533008,412.285901909,0.0,46.0930336215,113.312780494,538.337804069,515.25864169,5.66466996096,17.4144924177
 12/20  02:00:00,800.674438625,102.087533008,414.134738864,0.0,46.0930336215,113.312780494,535.600696955,521.219757308,5.66466996096,8.71626968591
 12/20  03:00:00,800.201568961,102.087533008,415.334472534,0.0,46.0930336215,113.312780494,548.907395914,525.827889249,5.66466996096,17.4148367039
 12/20  04:00:00,813.57921843,102.087533008,413.692662151,0.0,46.0930336215,113.312780494,553.510481091,530.432730948,5.66466996096,17.4130801823
 12/20  05:00:00,896.862608811,102.087533008,408.551262412,0.0,100.150657288,148.969399434,532.210541365,517.829644403,5.66466996096,8.71622700122
 12/20  06:00:00,890.637756485,102.581737937,405.066379116,0.0,100.150657288,149.894399434,788.780231651,757.203143579,14.1616749024,17.41541317
 12/20  07:00:00,1110.02815068,103.730194946,406.89770461,0.0,176.471037341,302.612436532,611.075534002,565.336286863,28.3233498048,17.4158973346
 12/20  08:00:00,1222.93096484,105.892130865,410.94466074,0.0,243.2593065,310.10971186,590.558473885,521.710656467,42.4850247072,26.362792711
 12/20  09:00:00,1265.29104065,107.009312032,412.219876627,0.0,243.2593065,310.10971186,578.501079229,495.351618952,56.6466996096,26.5027606671
 12/20  10:00:00,1301.73829869,107.840404754,415.209173134,0.0,243.2593065,302.612436532,554.464971881,476.518142104,42.4850247072,35.4618050705
 12/20  11:00:00,1310.52270975,108.495307551,422.580761718,0.0,243.2593065,310.10971186,563.950143755,457.462894577,70.808374512,35.6788746667
 12/20  12:00:00,1313.91910181,109.046851822,421.771037662,0.0,243.2593065,310.10971186,562.11318663,446.614599346,70.808374512,44.6902127726
 12/20  13:00:00,1266.22552674,109.675390737,412.77765533,0.0,243.2593065,310.10971186,530.690101682,424.325809084,70.808374512,35.5559180865
 12/20  14:00:00,1315.8920836,110.183113503,429.79731105,0.0,243.2593065,302.612436532,513.613486428,412.275940633,56.6466996096,44.6908461855
 12/20  15:00:00,1320.90434043,110.503375904,435.260992595,0.0,243.2593065,302.612436532,494.143067527,415.977056566,42.4850247072,35.6809862532
 12/20  16:00:00,1324.43366015,110.953680005,438.848478493,0.0,243.2593065,302.612436532,521.269222602,420.112196978,56.6466996096,44.510326014
 12/20  17:00:00,1338.55416172,111.283595999,442.631848264,0.0,243.2593065,310.10971186,544.184158047,432.646211636,84.9700494144,26.5678969963
 12/20  18:00:00,1346.9093457,111.608089805,439.654194696,0.0,243.2593065,310.10971186,553.523902979,442.275966331,84.9700494144,26.2778872343
 12/20  19:00:00,1066.04016297,102.087533008,434.848235431,0.0,166.938926447,199.110933808,545.688284252,443.253969579,84.9700494144,17.4642652591
 12/20  20:00:00,1052.88791682,102.087533008,429.812263806,0.0,166.938926447,191.61365848,527.927934913,453.816865884,56.6466996096,17.4643694193
 12/20  21:00:00,915.548076783,102.087533008,426.797649031,0.0,100.150657288,124.558693486,569.310365505,495.19916644,56.6466996096,17.4644994551
 12/20  22:00:00,875.078349016,102.087533008,425.78601455,0.0,100.150657288,124.558693486,552.650840029,501.446438973,42.4850247072,8.71937634816
 12/20  23:00:00,810.882611399,102.087533008,424.555145374,0.0,46.0930336215,124.558693486,565.733436485,519.994550768,28.3233498048,17.4155359128
 12/20  24:00:00,815.6658117,102.087533008,421.736290681,0.0,46.0930336215,124.558693486,558.358353966,526.782939243,14.1616749024,17.41373982
 12/21  01:00:00,803.487420803,102.087533008,419.246785103,0.0,46.0930336215,113.312780494,544.345026398,529.963746642,5.66466996096,8.71660979507
 12/21  02:00:00,806.484620264,102.087533008,417.901128556,0.0,46.0930336215,113.312780494,556.265278832,533.185011667,5.66466996096,17.4155972038
 12/21  03:00:00,799.541196843,102.087533008,418.526894771,0.0,46.0930336215,113.312780494,561.494315764,538.415800086,5.66466996096,17.4138457166
 12/21  04:00:00,795.167751067,102.087533008,421.718434863,0.0,46.0930336215,113.312780494,558.494165156,544.112882994,5.66466996096,8.71661220109
 12/21  05:00:00,883.484332652,102.087533008,423.250061304,0.0,100.150657288,148.969399434,549.608250648,526.52802234,5.66466996096,17.415558347
 12/21  06:00:00,886.111587586,102.670255307,424.065245272,0.0,100.150657288,149.894399434,798.351326105,766.773084695,14.1616749024,17.4165665079
 12/21  07:00:00,1114.71739732,104.177956843,421.973952294,0.0,176.471037341,302.612436532,613.157559948,576.117611268,28.3233498048,8.71659887591
