Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/24  07:00:00,1135.9017218,104.161239078,400.598804675,0.0,176.471037341,302.612436532,603.847812338,558.105701567,28.3233498048,17.4187609664
 02/24  08:00:00,1247.47237632,106.682349598,400.506127093,0.0,243.2593065,310.10971186,561.822044919,497.161494147,42.4850247072,22.1755260649
 02/24  09:00:00,1285.39779781,108.063051314,404.10337554,0.0,243.2593065,310.10971186,538.088224407,450.704169466,56.6466996096,30.7373553308
 02/24  10:00:00,1317.43990451,109.038582106,409.340619325,0.0,243.2593065,302.612436532,502.23640598,424.266835866,42.4850247072,35.4845454064
 02/24  11:00:00,1327.9336881,109.943020987,414.187683285,0.0,243.2593065,310.10971186,501.841838781,395.324653722,70.808374512,35.708810547
 02/24  12:00:00,1334.2979892,110.314968399,418.13043486,0.0,243.2593065,310.10971186,506.727221553,391.196987997,70.808374512,44.7218590441
 02/24  13:00:00,1297.26522654,110.693287978,421.544073954,0.0,243.2593065,310.10971186,498.907949447,392.511016326,70.808374512,35.5885586098
 02/24  14:00:00,1331.74816351,111.63609186,424.453938179,0.0,243.2593065,302.612436532,480.4173775,379.049414821,56.6466996096,44.721263069
 02/24  15:00:00,1331.79793133,112.152857953,426.320861673,0.0,243.2593065,302.612436532,463.314904368,376.199889006,42.4850247072,44.6299906552
 02/24  16:00:00,1328.03280933,112.68992099,425.320794573,0.0,243.2593065,302.612436532,465.732452186,373.454516714,56.6466996096,35.6312358622
 02/24  17:00:00,1337.44060912,113.011240324,427.938259517,0.0,243.2593065,310.10971186,499.294888127,378.888982418,84.9700494144,35.4358562944
 02/24  18:00:00,1341.99968347,113.13629929,425.556846847,0.0,243.2593065,310.10971186,497.446627342,394.94536941,84.9700494144,17.5312085174
 02/24  19:00:00,1078.5532043,102.087533008,422.154524149,0.0,166.938926447,199.110933808,523.654581314,421.21159274,84.9700494144,17.4729391593
 02/24  20:00:00,1066.17788537,102.087533008,419.496975837,0.0,166.938926447,191.61365848,510.476458775,435.959868079,56.6466996096,17.8698910867
 02/24  21:00:00,924.53838153,102.087533008,419.170655036,0.0,100.150657288,124.558693486,562.065023797,479.623045828,56.6466996096,25.7952783592
 02/24  22:00:00,881.083572748,102.087533008,419.798479228,0.0,100.150657288,124.558693486,540.756620267,489.548553084,42.4850247072,8.72304247637
 02/24  23:00:00,819.103199681,102.087533008,419.40116055,0.0,46.0930336215,124.558693486,555.364893937,509.62435672,28.3233498048,17.4171874129
 02/24  24:00:00,825.663375928,102.087533008,417.008099721,0.0,46.0930336215,124.558693486,548.828443643,517.247954529,14.1616749024,17.4188142114
 02/25  01:00:00,818.033658039,102.087533008,413.94856011,0.0,46.0930336215,113.312780494,536.85343515,522.471542654,5.66466996096,8.71722253503
 02/25  02:00:00,816.738443883,102.087533008,410.839889002,0.0,46.0930336215,113.312780494,551.633070269,528.55016108,5.66466996096,17.4182392285
 02/25  03:00:00,813.963365665,102.087533008,408.05933231,0.0,46.0930336215,113.312780494,557.831658087,534.747084956,5.66466996096,17.4199031699
 02/25  04:00:00,810.686197452,102.087533008,405.095390641,0.0,46.0930336215,113.312780494,555.415107417,541.032094991,5.66466996096,8.71834246581
 02/25  05:00:00,816.644912038,102.087533008,402.488744654,0.0,55.6251445156,113.312780494,559.465565649,536.381525181,5.66466996096,17.4193705077
 02/25  06:00:00,817.012117097,102.087533008,400.142715198,0.0,55.6251445156,113.312780494,571.639671378,540.059930812,14.1616749024,17.4180656632
 02/25  07:00:00,883.83433922,102.087533008,397.892959601,0.0,65.1572554096,176.889270242,527.713781067,481.973689286,28.3233498048,17.4167419759
 02/25  08:00:00,988.228803331,102.449761175,398.641763821,0.0,109.682768182,220.96816451,743.727695073,692.522972241,42.4850247072,8.71969812435
 02/25  09:00:00,993.67267531,102.448086932,405.655634584,0.0,109.682768182,220.96816451,632.777117835,549.874995652,56.6466996096,26.2554225738
 02/25  10:00:00,1101.83177978,103.304390325,414.832438024,0.0,131.945524568,266.955817592,550.10441095,490.023104745,42.4850247072,17.5962814977
 02/25  11:00:00,1119.18681599,103.511930384,421.852965061,0.0,131.945524568,274.45309292,562.411469243,456.260264252,70.808374512,35.3428304794
 02/25  12:00:00,1134.65747976,103.796669458,423.870040109,0.0,131.945524568,274.45309292,535.3911892,438.074633253,70.808374512,26.5081814347
 02/25  13:00:00,1117.54651648,104.085051921,423.824691512,0.0,131.945524568,274.45309292,530.499498321,424.360924313,70.808374512,35.3301994961
 02/25  14:00:00,1112.02478273,104.224469936,423.655203359,0.0,131.945524568,266.955817592,489.219859217,406.069050891,56.6466996096,26.5041087165
 02/25  15:00:00,1108.6515532,104.234028673,424.350057374,0.0,131.945524568,266.955817592,459.033799683,385.104548659,42.4850247072,31.4442263167
 02/25  16:00:00,1024.73669294,102.087533008,425.238618096,0.0,109.682768182,212.545889182,396.767966894,309.735705286,56.6466996096,30.3855619989
 02/25  17:00:00,1026.20466292,102.087533008,426.04505439,0.0,109.682768182,220.04316451,449.515461853,338.04354017,84.9700494144,26.501872268
 02/25  18:00:00,980.400157795,102.087533008,425.892652257,0.0,109.682768182,220.04316451,485.466618762,374.125029404,84.9700494144,26.3715399434
 02/25  19:00:00,949.688730913,102.087533008,425.131036134,0.0,100.150657288,199.110933808,531.700449804,429.312413079,84.9700494144,17.4179873104
 02/25  20:00:00,939.272874349,102.087533008,424.516136393,0.0,100.150657288,191.61365848,515.158890285,441.095466092,56.6466996096,17.4167245831
 02/25  21:00:00,825.973770642,102.087533008,424.340848442,0.0,55.6251445156,124.558693486,552.338780779,486.972388377,56.6466996096,8.71969279288
 02/25  22:00:00,824.283891191,102.087533008,424.312487512,0.0,55.6251445156,124.558693486,555.599141537,495.694921602,42.4850247072,17.4191952285
 02/25  23:00:00,816.09918484,102.087533008,423.572853807,0.0,46.0930336215,124.558693486,561.443293552,515.702135281,28.3233498048,17.4178084657
 02/25  24:00:00,817.616685716,102.087533008,421.31047975,0.0,46.0930336215,124.558693486,546.95359784,524.071637065,14.1616749024,8.72028587233
 02/26  01:00:00,794.635012357,102.087533008,418.446063544,0.0,34.9616554283,113.312780494,553.639790999,530.556393393,5.66466996096,17.4187276456
 02/26  02:00:00,794.91721653,102.087533008,415.159164357,0.0,34.9616554283,113.312780494,560.434247381,537.350739788,5.66466996096,17.418837632
 02/26  03:00:00,795.719841256,102.087533008,411.035066052,0.0,34.9616554283,113.312780494,559.694387339,545.311860046,5.66466996096,8.71785733242
 02/26  04:00:00,795.242979884,102.087533008,406.243456893,0.0,34.9616554283,113.312780494,575.89841717,552.815440484,5.66466996096,17.4183067255
 02/26  05:00:00,801.431403655,102.087533008,402.079040727,0.0,44.4937663224,113.312780494,571.050469556,547.96582432,5.66466996096,17.4199752751
 02/26  06:00:00,800.269621035,102.087533008,399.201327511,0.0,44.4937663224,113.312780494,576.02963775,553.149593595,14.1616749024,8.7183692522
 02/26  07:00:00,866.564203542,102.087533008,396.935717845,0.0,54.0258772165,176.889270242,540.436232944,494.693453171,28.3233498048,17.4194299683
 02/26  08:00:00,856.87334638,102.087533008,397.773133051,0.0,54.0258772165,184.38654557,520.710783737,460.807645546,42.4850247072,17.418113484
 02/26  09:00:00,933.390256644,102.087533008,404.78407257,0.0,65.1572554096,220.04316451,483.971269521,409.827352387,56.6466996096,17.4972175242
 02/26  10:00:00,927.251607768,102.087533008,413.654159053,0.0,65.1572554096,212.545889182,449.167471548,380.323675916,42.4850247072,26.3587709251
 02/26  11:00:00,941.071957995,102.087533008,421.511957403,0.0,65.1572554096,220.04316451,462.257775984,364.967344242,70.808374512,26.4820572296
 02/26  12:00:00,947.962878145,102.087533008,426.096685165,0.0,65.1572554096,220.04316451,460.531247175,363.246117716,70.808374512,26.4767549469
 02/26  13:00:00,951.550451705,102.087533008,429.305282135,0.0,65.1572554096,220.04316451,463.613955868,357.503730211,70.808374512,35.3018511444
 02/26  14:00:00,942.304325828,102.087533008,430.903611209,0.0,65.1572554096,212.545889182,429.159495687,346.032374831,56.6466996096,26.4804212471
 02/26  15:00:00,937.639186563,102.087533008,427.672278431,0.0,65.1572554096,212.545889182,398.191665783,329.231366624,42.4850247072,26.475274452
 02/26  16:00:00,934.373909719,102.087533008,423.955143076,0.0,65.1572554096,212.545889182,413.961590503,322.01554931,56.6466996096,35.2993415836
 02/26  17:00:00,916.35362632,102.087533008,431.563825337,0.0,65.1572554096,220.04316451,452.655223585,341.202372792,84.9700494144,26.4828013791
 02/26  18:00:00,882.808453313,102.087533008,441.682532066,0.0,54.0258772165,184.38654557,493.939521088,382.607060965,84.9700494144,26.3624107084
 02/26  19:00:00,861.733669231,102.087533008,440.286677058,0.0,44.4937663224,163.454314868,541.083699349,447.395344693,84.9700494144,8.71830524204
 02/26  20:00:00,852.406163886,102.087533008,438.241150008,0.0,44.4937663224,155.95703954,537.527655406,463.461658474,56.6466996096,17.4192973221
 02/26  21:00:00,819.789571505,102.087533008,437.188490676,0.0,44.4937663224,124.558693486,577.43510921,503.370423482,56.6466996096,17.4179861177
 02/26  22:00:00,818.578533796,102.087533008,436.473712076,0.0,44.4937663224,124.558693486,572.937624746,513.035944389,42.4850247072,17.4166556498
 02/26  23:00:00,806.880138059,102.087533008,435.245073371,0.0,34.9616554283,124.558693486,570.833913435,533.790923123,28.3233498048,8.71964050677
 02/26  24:00:00,805.193943643,102.087533008,432.98418588,0.0,34.9616554283,124.558693486,575.601951323,544.021183476,14.1616749024,17.419092945
 02/27  01:00:00,800.761272431,102.087533008,430.415368381,0.0,46.0930336215,113.312780494,574.517895251,551.435559065,5.66466996096,17.4176662254
 02/27  02:00:00,797.584950437,102.087533008,427.317848847,0.0,46.0930336215,113.312780494,574.201600706,559.81674166,5.66466996096,8.72018908478
 02/27  03:00:00,797.442625736,102.087533008,423.567261743,0.0,46.0930336215,113.312780494,590.491157773,567.409378093,5.66466996096,17.4171097186
 02/27  04:00:00,797.091890518,102.087533008,419.409818961,0.0,46.0930336215,113.312780494,597.807421366,574.724051717,5.66466996096,17.4186996886
 02/27  05:00:00,884.023219994,102.087533008,415.951729121,0.0,100.150657288,148.969399434,565.048368027,550.665912367,5.66466996096,8.71778569842
 02/27  06:00:00,884.681065,102.087533008,413.832935605,0.0,100.150657288,149.894399434,988.251107343,956.670168249,14.1616749024,17.4192641918
 02/27  07:00:00,1107.64239216,102.391163478,412.221908205,0.0,176.471037341,302.612436532,691.901226109,646.158066243,28.3233498048,17.4198100618
 02/27  08:00:00,1216.54123365,102.743944426,413.065694955,0.0,243.2593065,310.10971186,632.603731266,563.74468082,42.4850247072,26.3740257379
 02/27  09:00:00,1258.92226505,102.957450467,418.622358454,0.0,243.2593065,310.10971186,590.563026164,507.39843071,56.6466996096,26.5178958443
 02/27  10:00:00,1300.67280475,103.313798434,425.816285404,0.0,243.2593065,302.612436532,547.944808065,469.974118509,42.4850247072,35.4856648492
 02/27  11:00:00,1316.49147834,103.723716895,432.322603186,0.0,243.2593065,310.10971186,548.170444846,432.727494383,70.808374512,44.6345759519
 02/27  12:00:00,1321.19279697,104.410837816,433.878569639,0.0,243.2593065,310.10971186,517.580136743,411.000121478,70.808374512,35.7716407533
 02/27  13:00:00,1264.61392787,105.297838363,417.003598077,0.0,243.2593065,310.10971186,512.858529707,397.718016735,70.808374512,44.3321384596
 02/27  14:00:00,1289.71085567,106.31816352,407.063119047,0.0,243.2593065,302.612436532,464.743300272,372.174149451,56.6466996096,35.922451212
 02/27  15:00:00,1287.71602783,107.079755563,404.001586739,0.0,243.2593065,302.612436532,440.812542139,353.697096546,42.4850247072,44.6304208858
 02/27  16:00:00,1285.21771964,107.890109175,400.400508563,0.0,243.2593065,302.612436532,446.958328458,354.679409309,56.6466996096,35.6322195397
 02/27  17:00:00,1302.44535064,108.769958168,410.715132357,0.0,243.2593065,310.10971186,482.428710347,362.022050258,84.9700494144,35.436610675
 02/27  18:00:00,1324.7426108,108.916145484,430.19062805,0.0,243.2593065,310.10971186,498.462411301,395.960699393,84.9700494144,17.5316624941
 02/27  19:00:00,1074.65428434,102.087533008,442.351481574,0.0,166.938926447,199.110933808,518.713175226,408.803011749,84.9700494144,24.9401140626
 02/27  20:00:00,1063.6622752,102.087533008,438.839891662,0.0,166.938926447,191.61365848,500.624462703,425.256162842,56.6466996096,18.7216002513
 02/27  21:00:00,928.136570422,102.087533008,437.329863954,0.0,100.150657288,124.558693486,546.052716595,471.939256841,56.6466996096,17.4667601442
 02/27  22:00:00,887.659910183,102.087533008,436.486761008,0.0,100.150657288,124.558693486,531.245762707,480.03740216,42.4850247072,8.72333583966
 02/27  23:00:00,819.646292479,102.087533008,436.133910843,0.0,46.0930336215,124.558693486,544.545853858,498.804845803,28.3233498048,17.4176582497
 02/27  24:00:00,820.86807766,102.087533008,436.422531397,0.0,46.0930336215,124.558693486,535.886035302,504.305065475,14.1616749024,17.4192949246
 02/28  01:00:00,808.953203953,102.087533008,436.927537118,0.0,46.0930336215,113.312780494,522.221815113,507.839101013,5.66466996096,8.7180441397
 02/28  02:00:00,809.0660297,102.087533008,437.183798986,0.0,46.0930336215,113.312780494,535.736990654,512.653653869,5.66466996096,17.4186668237
 02/28  03:00:00,808.518578407,102.087533008,436.853098025,0.0,46.0930336215,113.312780494,541.667307693,518.585301564,5.66466996096,17.4173361678
 02/28  04:00:00,807.757678618,102.087533008,436.314067413,0.0,46.0930336215,113.312780494,538.078650586,523.695470905,5.66466996096,8.71850972023
 02/28  05:00:00,900.073358779,102.087533008,435.725082836,0.0,100.150657288,148.969399434,528.98687549,505.902474004,5.66466996096,17.4197315258
 02/28  06:00:00,900.426262702,102.286986035,435.144720863,0.0,100.150657288,149.894399434,771.893706091,740.311248493,14.1616749024,17.4207826958
 02/28  07:00:00,1124.76269209,103.207394788,434.565945717,0.0,176.471037341,302.612436532,594.054862293,548.314492807,28.3233498048,17.4170196808
 02/28  08:00:00,1235.1817692,104.237787083,433.520909478,0.0,243.2593065,310.10971186,560.076485653,500.003086456,42.4850247072,17.5883744907
 02/28  09:00:00,1275.07440218,105.194056032,431.708723325,0.0,243.2593065,310.10971186,565.854844211,473.861516181,56.6466996096,35.3466284202
 02/28  10:00:00,1306.79792242,106.041811518,429.710230741,0.0,243.2593065,302.612436532,544.229218939,466.264315047,42.4850247072,35.4798791851
 02/28  11:00:00,1314.31718961,107.092637587,428.227916642,0.0,243.2593065,310.10971186,540.5305947,434.019566481,70.808374512,35.7026537072
 02/28  12:00:00,1319.72304695,107.863369255,428.113475352,0.0,243.2593065,310.10971186,532.495989171,416.972152679,70.808374512,44.7154619807
 02/28  13:00:00,1287.7127651,109.098280486,428.163198099,0.0,243.2593065,310.10971186,500.907629949,394.516836269,70.808374512,35.5824191673
 02/28  14:00:00,1328.027831,110.228261383,427.617405366,0.0,243.2593065,302.612436532,478.516276858,377.154262269,56.6466996096,44.7153149799
 02/28  15:00:00,1333.69274459,111.126684033,426.041329022,0.0,243.2593065,302.612436532,446.850765069,359.734258568,42.4850247072,44.6314817938
 02/28  16:00:00,1337.9761542,111.75032845,423.999192044,0.0,243.2593065,302.612436532,441.969924318,349.698606626,56.6466996096,35.6246180827
 02/28  17:00:00,1342.4272063,112.013975042,421.944600139,0.0,243.2593065,310.10971186,480.005083666,359.604978341,84.9700494144,35.4300559104
 02/28  18:00:00,1341.68523404,111.909919744,419.460352081,0.0,243.2593065,310.10971186,493.639514103,391.136634842,84.9700494144,17.5328298464
 02/28  19:00:00,1075.3114381,102.087533008,416.518012307,0.0,166.938926447,199.110933808,523.709083987,421.267734973,84.9700494144,17.4712996001
 02/28  20:00:00,1070.11389867,102.087533008,413.361129501,0.0,166.938926447,191.61365848,512.260647964,438.144017326,56.6466996096,17.4699310287
 02/28  21:00:00,939.039086419,102.087533008,410.09448257,0.0,100.150657288,124.558693486,557.710166263,483.592771234,56.6466996096,17.4706954187
 02/28  22:00:00,901.945433393,102.087533008,407.702369765,0.0,100.150657288,124.558693486,552.218651324,492.309205493,42.4850247072,17.4244211231
 02/28  23:00:00,838.518694215,102.087533008,406.548553673,0.0,46.0930336215,124.558693486,556.749290627,511.008418491,28.3233498048,17.4175223317
 02/28  24:00:00,839.133034452,102.087533008,406.276106247,0.0,46.0930336215,124.558693486,539.883828411,517.003553562,14.1616749024,8.71859994609
 03/01  01:00:00,790.961296965,102.087533008,413.036120507,0.0,46.0930336215,113.312780494,543.565612916,520.480957629,5.66466996096,17.4199853261
 03/01  02:00:00,796.106829207,102.087533008,426.178894109,0.0,46.0930336215,113.312780494,549.905468411,526.822310696,5.66466996096,17.4184877549
 03/01  03:00:00,801.297144867,102.087533008,431.202764418,0.0,46.0930336215,113.312780494,554.303100644,531.221346028,5.66466996096,17.4170846548
 03/01  04:00:00,803.217094014,102.087533008,433.11125916,0.0,46.0930336215,113.312780494,548.504529976,534.119977439,5.66466996096,8.71988257604
 03/01  05:00:00,895.538372757,102.087533008,434.942614735,0.0,100.150657288,148.969399434,536.024082578,512.942873002,5.66466996096,17.4165396146
 03/01  06:00:00,898.450186209,102.569958406,436.147240888,0.0,100.150657288,149.894399434,771.510405401,739.930626331,14.1616749024,17.4181041679
 03/01  07:00:00,1123.47916976,103.825767513,434.95993842,0.0,176.471037341,302.612436532,591.775454108,554.7316585,28.3233498048,8.72044580284
 03/01  08:00:00,1237.94944445,105.816462966,435.488012782,0.0,243.2593065,310.10971186,579.247887494,510.387013948,42.4850247072,26.3758488391
 03/01  09:00:00,1282.13257975,106.850751551,437.281142061,0.0,243.2593065,310.10971186,584.325810536,492.339439957,56.6466996096,35.3396709693
 03/01  10:00:00,1316.7966878,107.631481279,437.896642652,0.0,243.2593065,302.612436532,558.058466734,481.029027265,42.4850247072,34.5444147615
 03/01  11:00:00,1325.36596359,108.577700448,438.067931929,0.0,243.2593065,310.10971186,555.949581881,448.511989357,70.808374512,36.6292180112
 03/01  12:00:00,1331.60112662,109.882556128,439.982955547,0.0,243.2593065,310.10971186,514.803791297,399.276640255,70.808374512,44.7187765293
 03/01  13:00:00,1258.91634086,110.935104453,403.743981107,0.0,243.2593065,310.10971186,477.789351932,371.406877026,70.808374512,35.5741003944
 03/01  14:00:00,1266.11886723,112.259886914,373.520434502,0.0,243.2593065,302.612436532,435.862231731,334.491573477,56.6466996096,44.7239586439
 03/01  15:00:00,1244.96064278,113.506255459,349.443171726,0.0,243.2593065,302.612436532,376.112618134,297.92117486,42.4850247072,35.7064185676
 03/01  16:00:00,1234.06048354,114.371809191,339.109262748,0.0,243.2593065,302.612436532,386.576178763,285.397969513,56.6466996096,44.5315096398
 03/01  17:00:00,1251.53398354,114.424039196,348.912293618,0.0,243.2593065,310.10971186,439.578494295,319.182095624,84.9700494144,35.4263492566
 03/01  18:00:00,1287.51358863,114.160597272,382.769510499,0.0,243.2593065,310.10971186,464.736168989,362.232862806,84.9700494144,17.5332567678
 03/01  19:00:00,1072.17493352,102.087533008,437.270236614,0.0,166.938926447,199.110933808,502.872393648,400.433052667,84.9700494144,17.4692915663
 03/01  20:00:00,1069.82885266,102.087533008,442.457659311,0.0,166.938926447,191.61365848,489.401478317,415.288453426,56.6466996096,17.4663252815
 03/01  21:00:00,939.534668034,102.087533008,446.674412399,0.0,100.150657288,124.558693486,535.177817015,461.062276193,56.6466996096,17.4688412127
 03/01  22:00:00,898.640379163,102.087533008,446.773065386,0.0,100.150657288,124.558693486,534.156499731,474.247568781,42.4850247072,17.4239062428
 03/01  23:00:00,828.902751703,102.087533008,444.743899583,0.0,46.0930336215,124.558693486,537.717790719,491.977543335,28.3233498048,17.4168975801
 03/01  24:00:00,829.241736095,102.087533008,444.36368908,0.0,46.0930336215,124.558693486,521.895266584,499.013809395,14.1616749024,8.71978228661
 03/02  01:00:00,814.263167025,102.087533008,442.543660345,0.0,46.0930336215,113.312780494,528.271621814,505.189630972,5.66466996096,17.4173208804
 03/02  02:00:00,811.582110674,102.087533008,440.332295638,0.0,46.0930336215,113.312780494,533.608554147,510.526095089,5.66466996096,17.4177890968
 03/02  03:00:00,812.505718971,102.087533008,440.843404981,0.0,46.0930336215,113.312780494,527.188753684,512.803805699,5.66466996096,8.72027802428
 03/02  04:00:00,812.193350696,102.087533008,441.206852268,0.0,46.0930336215,113.312780494,542.671311492,519.589416243,5.66466996096,17.417225288
 03/02  05:00:00,898.738607257,102.087533008,438.175658982,0.0,100.150657288,148.969399434,530.19850686,507.115022775,5.66466996096,17.4188141242
 03/02  06:00:00,897.802972019,102.658803949,435.533649012,0.0,100.150657288,149.894399434,732.373556908,709.494050941,14.1616749024,8.71783106387
 03/02  07:00:00,1127.80432106,104.346429542,437.463095401,0.0,176.471037341,302.612436532,580.442837168,534.701069245,28.3233498048,17.4184181175
 03/02  08:00:00,1247.72953865,107.218701893,440.153368917,0.0,243.2593065,310.10971186,535.808521301,466.948604077,42.4850247072,26.3748925162
 03/02  09:00:00,1269.68239554,108.531362813,417.53702679,0.0,243.2593065,310.10971186,499.661906806,416.506461629,56.6466996096,26.5087455675
 03/02  10:00:00,1281.18029078,109.652060058,392.608145965,0.0,243.2593065,302.612436532,455.70041194,377.721712354,42.4850247072,35.4936748795
 03/02  11:00:00,1278.09250138,110.473990409,380.014534352,0.0,243.2593065,310.10971186,468.278212407,352.843980849,70.808374512,44.6258570455
 03/02  12:00:00,1268.18062501,111.770861236,366.410070802,0.0,243.2593065,310.10971186,449.51625376,333.985155526,70.808374512,44.7227237218
 03/02  13:00:00,1227.69541322,113.170903377,366.31373244,0.0,243.2593065,310.10971186,433.084247011,326.710406002,70.808374512,35.5654664978
 03/02  14:00:00,1252.54278934,114.577886811,355.731727172,0.0,243.2593065,302.612436532,403.964872052,302.595838803,56.6466996096,44.7223336387
 03/02  15:00:00,1238.24145027,115.607379806,341.193781184,0.0,243.2593065,302.612436532,350.052207331,271.870536962,42.4850247072,35.6966456623
 03/02  16:00:00,1227.25353252,116.68448218,330.717193669,0.0,243.2593065,302.612436532,359.440715034,258.247405936,56.6466996096,44.5466094882
 03/02  17:00:00,1232.35562645,116.956790112,330.003043708,0.0,243.2593065,310.10971186,382.639856996,271.083081553,84.9700494144,26.5867260291
 03/02  18:00:00,1236.6716046,116.457031286,330.020843193,0.0,243.2593065,310.10971186,397.911321767,286.654581095,84.9700494144,26.2866912569
 03/02  19:00:00,1005.77206441,102.087533008,367.566709552,0.0,166.938926447,199.110933808,454.984133662,352.545057991,84.9700494144,17.4690262562
 03/02  20:00:00,1057.93371145,102.087533008,429.423955959,0.0,166.938926447,191.61365848,468.418046503,394.301764341,56.6466996096,17.4695825526
 03/02  21:00:00,938.833505572,102.087533008,445.908522293,0.0,100.150657288,124.558693486,519.285876935,445.16900728,56.6466996096,17.4701700459
 03/02  22:00:00,901.105137638,102.087533008,448.079348757,0.0,100.150657288,124.558693486,516.519059501,456.611033177,42.4850247072,17.4230016165
 03/02  23:00:00,832.407607166,102.087533008,447.007243575,0.0,46.0930336215,124.558693486,513.271948156,476.228625899,28.3233498048,8.71997245181
 03/02  24:00:00,832.944962263,102.087533008,446.654563923,0.0,46.0930336215,124.558693486,513.928293575,482.349942268,14.1616749024,17.416676405
 03/03  01:00:00,818.178293755,102.087533008,445.113142925,0.0,46.0930336215,113.312780494,514.619913981,491.537071096,5.66466996096,17.4181729243
 03/03  02:00:00,814.352944485,102.087533008,442.035781549,0.0,46.0930336215,113.312780494,512.549974872,498.164846746,5.66466996096,8.72045816495
 03/03  03:00:00,812.021977715,102.087533008,440.290143451,0.0,46.0930336215,113.312780494,526.491012787,503.408824623,5.66466996096,17.4175182023
 03/03  04:00:00,809.242411559,102.087533008,437.839786435,0.0,46.0930336215,113.312780494,531.505077104,508.421289991,5.66466996096,17.4191171525
 03/03  05:00:00,898.562984005,102.087533008,435.043361492,0.0,100.150657288,148.969399434,509.350152735,494.967536836,5.66466996096,8.71794593821
 03/03  06:00:00,896.361031217,102.691483573,432.030052853,0.0,100.150657288,149.894399434,704.247262621,672.666398824,14.1616749024,17.4191888939
 03/03  07:00:00,1117.28455844,104.867143332,430.564936546,0.0,176.471037341,302.612436532,563.200558462,517.457898833,28.3233498048,17.4193098243
 03/03  08:00:00,1240.11646631,107.831593389,433.855320529,0.0,243.2593065,310.10971186,523.437149948,454.581883397,42.4850247072,26.3702418439
 03/03  09:00:00,1269.39611449,108.850217993,417.799135571,0.0,243.2593065,310.10971186,503.720926737,420.558513622,56.6466996096,26.5157135053
 03/03  10:00:00,1282.87211752,109.712274592,394.714592817,0.0,243.2593065,302.612436532,471.02114952,393.051315957,42.4850247072,35.4848088556
 03/03  11:00:00,1289.86646952,110.985127766,392.614296877,0.0,243.2593065,310.10971186,471.449257331,356.008007595,70.808374512,44.6328752234
 03/03  12:00:00,1278.22893782,112.516137848,377.361024785,0.0,243.2593065,310.10971186,441.165353542,334.586936422,70.808374512,35.7700426078
 03/03  13:00:00,1228.47473932,114.160225093,367.144401095,0.0,243.2593065,310.10971186,434.793646055,319.504637821,70.808374512,44.4806337217
 03/03  14:00:00,1256.67809972,115.041646192,360.289014389,0.0,243.2593065,302.612436532,399.958611217,307.54282166,56.6466996096,35.7690899474
 03/03  15:00:00,1262.56891522,115.44878667,365.818362019,0.0,243.2593065,302.612436532,396.84220246,309.729361016,42.4850247072,44.6278167369
 03/03  16:00:00,1274.35278099,117.47034295,376.654920003,0.0,243.2593065,302.612436532,394.062614549,301.785873666,56.6466996096,35.630041273
 03/03  17:00:00,1286.52489671,116.942417787,383.292766073,0.0,243.2593065,310.10971186,447.032639028,326.628057446,84.9700494144,35.4345321681
 03/03  18:00:00,1288.04130132,116.271666114,381.399429893,0.0,243.2593065,310.10971186,456.163877936,353.662910029,84.9700494144,17.5309184926
 03/03  19:00:00,1037.47955789,102.087533008,399.798438653,0.0,166.938926447,199.110933808,476.780766143,374.338425562,84.9700494144,17.4722911667
 03/03  20:00:00,1036.41848116,102.087533008,406.637166049,0.0,166.938926447,191.61365848,473.007051661,390.169194733,56.6466996096,26.1911573185
 03/03  21:00:00,911.621044527,102.087533008,416.43453741,0.0,100.150657288,124.558693486,512.88310286,438.770443714,56.6466996096,17.4659595361
 03/03  22:00:00,880.037398977,102.087533008,424.889980435,0.0,100.150657288,124.558693486,502.725176317,451.517224687,42.4850247072,8.72292692352
 03/03  23:00:00,814.365459473,102.087533008,426.529680985,0.0,46.0930336215,124.558693486,517.732177955,471.991944647,28.3233498048,17.4168835037
 03/03  24:00:00,819.270366822,102.087533008,430.894744236,0.0,46.0930336215,124.558693486,512.066130103,480.486001278,14.1616749024,17.4184539224
 03/04  01:00:00,808.673956533,102.087533008,432.936323288,0.0,46.0930336215,113.312780494,499.194223643,484.81192303,5.66466996096,8.71763065244
 03/04  02:00:00,818.315481061,102.087533008,443.389128886,0.0,46.0930336215,113.312780494,513.386511283,490.304088458,5.66466996096,17.4177528648
 03/04  03:00:00,822.372204805,102.087533008,447.938759448,0.0,46.0930336215,113.312780494,520.473562879,497.389554252,5.66466996096,17.4193386658
 03/04  04:00:00,811.186328307,102.087533008,435.963225815,0.0,46.0930336215,113.312780494,514.077352493,499.694645688,5.66466996096,8.718036844
 03/04  05:00:00,826.918197875,102.087533008,441.802922987,0.0,55.6251445156,113.312780494,514.420733679,491.337364076,5.66466996096,17.4186996423
 03/04  06:00:00,831.606710882,102.087533008,447.01209158,0.0,55.6251445156,113.312780494,524.903866872,493.324863039,14.1616749024,17.4173289308
